PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,survived
-1.3685485384096219,0.3722224740156915,0.3003505764425598,0.6777143097395367,0.4494439406990117,-0.06128523100456691,-0.5452186440791196,0
2.06973775252108,-0.18306860687915932,-1.1203928645749943,-0.8515008503421021,-1.571623510170061,-0.4844474055581477,-0.1344248400375997,1
-1.0879711515228958,-0.41488810351122046,-0.9745910500876229,-0.8351527141674518,0.8563905894730022,0.6461255797720041,0.1492828985854846,1
1.0990261496539808,0.059651877171354235,-0.012447995432737754,-1.6621922111784162,0.30390097499587254,-0.7857339126055571,-0.10606320270240786,1
-1.275985012263839,-0.8093014757259891,0.6561399323776071,0.3535751752493343,0.27734818226942287,0.5769267750299983,-0.06726454310893405,0
-1.084671582149297,-0.7736305764185003,-0.2305896113999109,0.9882019281372085,-0.447833303927373,0.3955014279925027,0.04797247105622003,0
1.1997439370359615,-1.516870373497577,1.8568725625902975,-0.6022726676257569,-0.2404011392588027,-0.17537295594794375,0.253584194419101,0
-1.0349652707129118,2.9982071317156747,-0.12815874687057077,1.169476418680857,0.6519090300532437,-1.0622497918177651,-1.7522147989790373,0
-0.9859210333550529,0.3233109841416625,-0.8610644385405586,-1.0074455388788601,0.657194208268804,0.5868944921729295,-0.15473537649072286,1
0.34589591238307643,0.40655831137094584,-2.2950263006368457,0.04065834334528562,-0.9269233944857204,-0.6317300094929702,-0.03192687858990419,1
-0.9911197844568982,1.3283768056200287,-1.6213642529444054,-0.22422377399340232,1.3132156904180683,-0.2706051049237256,-0.39543102253450846,1
0.6642350874285889,-1.3676036518872852,0.6830511901667016,-2.4572054151452947,-0.37644612493420926,0.04916122456165625,0.3698775413916584,1
-1.394136521266822,-0.5164814298363506,0.08987933040187984,0.8577205491148413,0.7778417643686094,0.09461192786964795,0.10879824432167902,0
-0.44015839768855236,4.207549955644805,2.022615346469424,-0.030289332990666742,-0.9654427946472977,1.4579747188954946,1.8496266494725644,0
-1.1848139541390819,-0.18060780654529673,-1.427694680061109,-0.4324808991966655,1.2559946699923226,0.25953535586337984,0.29028023414706433,0
-0.1500487909758862,-1.1445992103433142,0.34332617739845556,-2.094369873143541,-0.20761085859418765,0.7527441878106642,0.1095637025366717,1
-0.4569489009649006,6.098259213307845,0.26519794443979033,1.6014643852069301,-1.0812544217786921,-0.11068610186208504,0.9932627878194832,0
-0.7240978223087984,-0.8351736631797899,0.6108320155763656,0.275860403945089,0.3796273252361833,-0.5065996825113075,0.3220599599045917,1
-0.7503115036282478,0.4255671815895354,-0.6360085464657392,-1.0437664106334072,0.5186712825031251,0.6625039655740244,-0.5762663512218721,0
-0.6290466874048789,-0.6553680106031072,-2.146076993454412,-0.11745970631784748,-1.1447715367882492,0.7819280133868431,0.1951077556180189,1
-0.24267880766393046,-0.976277584379837,0.8925577132746277,0.1589300427662068,0.29126431856694107,-0.14594738173942315,0.21288640737821762,0
-0.6768372187076053,-0.9523016815356453,0.8373362563666564,0.07420225439888614,0.17942989239650867,-0.3136737436471674,0.2516348449323464,1
-0.9381365018506256,-0.301027656044091,-2.0127321022208475,-0.06885538165816055,0.26127747987038524,0.3329115973131804,0.3121018371128817,1
0.4584069576129933,-1.0037088700916799,0.8533645590117427,0.12263338944738546,0.4443636942756671,-1.1820236257134267,0.5927570889545124,1
-0.7247010390095932,3.0997576256710784,-1.1924611393782507,-0.5222589842172213,0.7318540153978006,-0.5094325626196042,-1.7119898650843863,0
-0.18256535838898746,4.44596316802526,0.6942135762442346,-1.4862131196516253,-0.651228154975135,1.7862103783851029,1.9715342555089914,1
-0.8920503155070044,-0.8740465229143661,-0.855270360156441,1.372617547034028,-1.4249139549724805,0.4220367230528224,0.08445770675112281,0
5.490346713588179,5.4263089797193675,2.177415452993926,1.0985469156544305,0.5935221630983498,-0.1978740681445645,0.90074281542495,0
-0.8406571617326444,-0.5547536303047726,-1.5221744994200708,-0.507146804802658,-0.17415901690377308,0.7493535054305182,0.159825752449336,1
-1.3361787392450042,-0.6725992829661965,0.39167775481455763,0.5874393518166035,0.5091895506434437,0.3502384200697298,0.015218482072741277,0
0.76396578573622,-1.4369763898158534,0.04987191946140247,0.439788351531176,-1.9695304006290546,-0.7985042357980562,0.5359156538651972,0
3.9810369579791964,0.0846402721767306,-1.3950789708607987,-0.01790028887585605,-0.6123975434282707,-0.28451428972956805,-0.26942830294644576,1
-0.8448937454538724,-0.5547093587674233,-1.5223481317980834,-0.5083228972957825,-0.17560208812800648,0.748006127937574,0.16009419942289432,1
-0.5067579053557562,-1.5761277987056783,2.041999114278415,-1.0240650841984948,-0.9162129542183672,0.6891930510454799,-0.11877136086986768,0
2.0159458919975863,-0.1960430435713921,-0.19221424000864562,1.0466662870675107,-1.4275792211277583,-1.090419907317261,-0.16422101446218662,0
0.8620643806612905,-0.29673590105826364,1.5411103050702168,-0.41465648575708564,-0.21895108508276984,-0.9281691174656653,-0.2951860166890404,0
-0.8919125937451688,-0.874047962081989,-0.8552647157602519,1.3726557791429377,-1.4248670439884108,0.4220805232499614,0.08444898014671921,1
-1.3862597539999564,-0.5360027662289931,0.1276300372002617,0.8241108575238075,0.7444755255619969,0.12676625101367134,0.09706072515963816,0
-0.8087167751838858,1.605184235956497,-0.9907511726621728,-0.7092319190162932,0.7032709208621698,0.03700679021992195,-1.0542868332751152,0
-0.5968521698065392,0.5492408068153248,-2.533053204319107,0.27419388518361354,-0.8969058188402057,0.14783204478944878,-0.2862128443950721,1
-0.9049108143557915,0.24166084248933034,-0.30790260825389393,-1.4026247076008476,0.14749386382065194,0.892805505729791,-0.6533075388174802,0
-0.25775754975921245,0.3457178136258671,-0.5706168113601455,-1.2475322003075535,0.4905073187617145,-0.35538797471931477,-0.22193275820653335,0
-0.870054182688121,-0.874276378543266,-0.8543688694507862,1.378723760999879,-1.4174216006596647,0.4290322402530304,0.08306394336209107,0
0.5149291998137046,1.398967478682489,-2.622957181417153,0.30376950461615243,-0.6828446536021473,-1.0512992170755344,-0.23462293674038334,1
